season,event_code,event_name,team_count,match_count,team_number,adv_rank,qual_rank,qual_points,alliance_selection_points,award_points,playoff_points,total_points,alliance_seed,alliance_role,playoff_placement,advanced,is_advancement_eligible,award_types
2024,ROVLT,West Romania League Tournament,41,76,19073,22,12,,,,,,8,captain,8,false,true,Design:3
2024,ROVLT,West Romania League Tournament,41,76,19292,23,13,,,,,,7,captain,7,false,true,
2024,ROVLT,West Romania League Tournament,41,76,19257,24,16,,,,,,8,partner,8,false,true,
2024,ROVLT,West Romania League Tournament,41,76,20732,25,20,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,23205,26,21,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,20135,27,25,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,28274,28,26,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,23015,29,22,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,19110,30,34,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,20237,31,36,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,19106,32,35,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,19111,33,33,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,24446,34,38,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,25558,35,37,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,22941,36,39,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,19081,37,28,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,21034,38,40,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,20963,39,41,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,24566,40,23,,,,,,,,,false,true,
2024,ROVLT,West Romania League Tournament,41,76,17089,41,29,,,,,,,,,false,false,
2024,THMMOS,Thailand Championship,28,46,27572,1,14,,,,,,3,partner,2,true,true,Connect:1;Inspire:1
2024,THMMOS,Thailand Championship,28,46,24070,2,1,,,,,,1,captain,1,true,true,Control:1
2024,THMMOS,Thailand Championship,28,46,24809,3,4,,,,,,1,partner,1,false,true,Think:1
2024,THMMOS,Thailand Championship,28,46,27180,4,3,,,,,,3,captain,2,false,true,
2024,THMMOS,Thailand Championship,28,46,26575,5,2,,,,,,2,captain,3,false,true,
2024,THMMOS,Thailand Championship,28,46,22999,6,8,,,,,,4,partner,4,false,true,Innovate:1
2024,THMMOS,Thailand Championship,28,46,27128,7,7,,,,,,2,partner,3,false,true,
2024,THMMOS,Thailand Championship,28,46,22641,8,6,,,,,,5,captain,5,false,true,Motivate:1
2024,THMMOS,Thailand Championship,28,46,27704,9,21,,,,,,,,,false,true,Design:1
2024,THMMOS,Thailand Championship,28,46,22228,10,5,,,,,,4,captain,4,false,true,
2024,THMMOS,Thailand Championship,28,46,24324,11,9,,,,,,6,captain,6,false,true,
2024,THMMOS,Thailand Championship,28,46,28152,12,10,,,,,,6,partner,6,false,true,
2024,THMMOS,Thailand Championship,28,46,27647,13,11,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28120,14,12,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28189,15,13,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28329,16,15,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28088,17,16,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28188,18,17,,,,,,5,partner,5,false,true,
2024,THMMOS,Thailand Championship,28,46,28286,19,18,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,24156,20,19,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,27646,21,20,,,,,,,,,false,true,JudgesChoice:1
2024,THMMOS,Thailand Championship,28,46,24992,22,22,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28153,23,23,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28177,24,24,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,27960,25,25,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28191,26,26,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,28257,27,27,,,,,,,,,false,true,
2024,THMMOS,Thailand Championship,28,46,27698,28,28,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,24230,1,2,,,,,,1,partner,1,true,true,Inspire:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25039,2,1,,,,,,1,captain,1,true,true,Motivate:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25564,3,12,,,,,,,,,true,true,Inspire:2
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25185,4,5,,,,,,4,captain,2,true,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25171,5,4,,,,,,3,captain,4,true,true,Think:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25184,6,17,,,,,,4,partner,2,true,true,Design:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25602,7,29,,,,,,,,,true,true,Connect:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25186,8,3,,,,,,2,captain,3,true,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25561,9,8,,,,,,6,captain,6,false,true,Innovate:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25153,10,7,,,,,,2,partner,3,false,true,Control:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25167,11,6,,,,,,5,captain,5,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,24713,12,9,,,,,,3,partner,4,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,24140,13,23,,,,,,,,,false,true,Think:2
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25168,14,10,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,28307,15,11,,,,,,6,partner,6,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,27624,16,13,,,,,,5,partner,5,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,24932,17,14,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25577,18,15,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25174,19,16,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25571,20,18,,,,,,,,,false,true,JudgesChoice:1
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25601,21,19,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25170,22,20,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25163,23,21,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25173,24,22,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25572,25,24,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,26363,26,25,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25156,27,26,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,26921,28,27,,,,,,,,,false,false,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,24501,29,28,,,,,,,,,false,true,
2024,TRISQ1,Uluslararasi FIRST Tech Challenge 1. Uskudar Turnuvasi,30,56,25155,30,30,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25171,1,3,,,,,,3,captain,2,true,true,Inspire:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25184,2,1,,,,,,1,captain,1,true,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25039,3,4,,,,,,1,partner,1,true,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25153,4,6,,,,,,3,partner,2,true,true,Inspire:2
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25168,5,8,,,,,,6,captain,6,true,true,Inspire:3
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,26921,6,21,,,,,,,,,true,false,Think:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25156,7,29,,,,,,,,,true,true,Connect:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,24230,8,5,,,,,,4,captain,3,true,true,Control:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25561,9,14,,,,,,,,,false,true,Innovate:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,28307,10,27,,,,,,4,partner,3,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25564,11,9,,,,,,,,,false,true,Motivate:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,24713,12,10,,,,,,2,partner,4,false,true,Design:1
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,27624,13,2,,,,,,2,captain,4,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25572,14,7,,,,,,5,captain,5,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25186,15,11,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,24501,16,12,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25155,17,13,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,24932,18,15,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25571,19,16,,,,,,6,partner,6,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25185,20,17,,,,,,5,partner,5,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25174,21,18,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,24140,22,19,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25170,23,20,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25163,24,22,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25577,25,23,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25602,26,24,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,26363,27,25,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25601,28,26,,,,,,,,,false,true,
2024,TRISQ2,Uluslararasi FIRST Tech Challenge 2. Uskudar Turnuvasi,29,55,25167,29,28,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,3825,1,3,,,,,,,,,true,true,Inspire:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,12656,2,2,,,,,,1,captain,1,true,true,Control:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,20129,3,9,,,,,,1,partner,1,true,true,Connect:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,19953,4,1,,,,,,3,partner,2,true,true,Inspire:2
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,22323,5,8,,,,,,3,captain,2,true,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,12651,6,12,,,,,,,,,true,true,Think:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,20139,7,4,,,,,,2,captain,3,false,true,Design:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,26431,8,15,,,,,,,,,false,true,Innovate:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,20130,9,7,,,,,,2,partner,3,false,true,Motivate:1
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,16660,10,14,,,,,,4,captain,4,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,27604,11,11,,,,,,4,partner,4,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,18672,12,16,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,18848,13,6,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,3208,14,10,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,25625,15,13,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,24039,16,17,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,26581,17,5,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,26499,18,18,,,,,,,,,false,true,
2024,USAKAKLT,Southcentral FTC League Tournament,19,30,27970,19,19,,,,,,,,,false,true,
2024,TRCMP,Türkiye Championship,16,31,25171,1,2,,,,,,1,partner,1,true,true,Inspire:1
2024,TRCMP,Türkiye Championship,16,31,25153,2,1,,,,,,1,captain,1,true,true,Think:1
2024,TRCMP,Türkiye Championship,16,31,24230,3,3,,,,,,2,captain,3,true,true,Inspire:2
2024,TRCMP,Türkiye Championship,16,31,25039,4,4,,,,,,3,captain,2,false,true,Motivate:1
2024,TRCMP,Türkiye Championship,16,31,27624,5,8,,,,,,3,partner,2,false,true,
2024,TRCMP,Türkiye Championship,16,31,25168,6,11,,,,,,,,,false,true,Connect:1
2024,TRCMP,Türkiye Championship,16,31,25564,7,14,,,,,,,,,false,true,Innovate:1
2024,TRCMP,Türkiye Championship,16,31,25184,8,5,,,,,,2,partner,3,false,true,Design:1
2024,TRCMP,Türkiye Championship,16,31,25156,9,12,,,,,,,,,false,true,Control:1
2024,TRCMP,Türkiye Championship,16,31,25561,10,6,,,,,,4,captain,4,false,true,
2024,TRCMP,Türkiye Championship,16,31,24713,11,7,,,,,,4,partner,4,false,true,
2024,TRCMP,Türkiye Championship,16,31,28307,12,9,,,,,,,,,false,true,
2024,TRCMP,Türkiye Championship,16,31,25602,13,10,,,,,,,,,false,true,
2024,TRCMP,Türkiye Championship,16,31,25572,14,13,,,,,,,,,false,true,
2024,TRCMP,Türkiye Championship,16,31,25185,15,15,,,,,,,,,false,true,
2024,TRCMP,Türkiye Championship,16,31,25186,16,16,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,19213,1,2,,,,,,2,captain,2,true,true,Inspire:1
2024,TWCMP,Chinese Taipei Championship,27,44,17257,2,3,,,,,,3,captain,1,true,true,Innovate:1
2024,TWCMP,Chinese Taipei Championship,27,44,19153,3,7,,,,,,3,partner,1,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,24264,4,5,,,,,,1,partner,3,false,true,Inspire:2
2024,TWCMP,Chinese Taipei Championship,27,44,24750,5,1,,,,,,1,captain,3,false,true,Inspire:3
2024,TWCMP,Chinese Taipei Championship,27,44,19207,6,9,,,,,,5,partner,4,false,true,Think:1
2024,TWCMP,Chinese Taipei Championship,27,44,28089,7,13,,,,,,2,partner,2,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,19908,8,15,,,,,,,,,false,true,Connect:1
2024,TWCMP,Chinese Taipei Championship,27,44,24600,9,4,,,,,,4,captain,5,false,true,Control:1
2024,TWCMP,Chinese Taipei Championship,27,44,25953,10,17,,,,,,,,,false,true,Motivate:1
2024,TWCMP,Chinese Taipei Championship,27,44,28067,11,8,,,,,,6,captain,6,false,true,Design:1
2024,TWCMP,Chinese Taipei Championship,27,44,20685,12,6,,,,,,5,captain,4,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,22897,13,10,,,,,,4,partner,5,false,true,JudgesChoice:1
2024,TWCMP,Chinese Taipei Championship,27,44,19180,14,19,,,,,,,,,false,true,Think:2
2024,TWCMP,Chinese Taipei Championship,27,44,11047,15,11,,,,,,6,partner,6,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,28240,16,12,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,28007,17,14,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,24307,18,16,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,23653,19,18,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,22666,20,20,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,28008,21,21,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,24802,22,22,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,12189,23,23,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,22847,24,24,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,19170,25,25,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,28316,26,26,,,,,,,,,false,true,
2024,TWCMP,Chinese Taipei Championship,27,44,24803,27,27,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,26431,1,11,,,,,,,,,true,true,Inspire:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,12656,2,2,,,,,,2,captain,1,true,false,Inspire:2
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,27604,3,13,,,,,,2,partner,1,true,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,20130,4,4,,,,,,3,captain,2,true,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,3825,5,1,,,,,,1,captain,4,true,false,Think:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,20139,6,5,,,,,,3,partner,2,true,true,Control:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,16660,7,19,,,,,,,,,true,true,Connect:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,18672,8,6,,,,,,4,captain,3,false,true,Design:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,19953,9,3,,,,,,,,,false,false,Innovate:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,15786,10,16,,,,,,4,partner,3,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,12651,11,9,,,,,,,,,false,false,Motivate:1
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,25625,12,7,,,,,,1,partner,4,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,20129,13,8,,,,,,,,,false,false,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,26581,14,10,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,22323,15,12,,,,,,,,,false,false,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,3208,16,14,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,18848,17,15,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,27970,18,17,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,26499,19,18,,,,,,,,,false,true,
2024,USAKANQ,Southcentral Alaska FTC Qualifier,20,32,24039,20,20,,,,,,,,,false,true,
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,12087,1,1,,,,,,1,captain,1,true,true,Inspire:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,3766,2,5,,,,,,1,partner,1,true,true,
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,4358,3,2,,,,,,2,captain,2,true,true,Inspire:2
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,6281,4,8,,,,,,4,partner,4,true,true,Think:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,24594,5,3,,,,,,2,partner,2,true,true,
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,16837,6,9,,,,,,,,,true,true,Connect:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,5389,7,4,,,,,,3,captain,3,true,true,Control:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,3081,8,6,,,,,,3,partner,3,true,true,Innovate:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,10099,9,12,,,,,,,,,false,true,Motivate:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,27176,10,7,,,,,,4,captain,4,false,true,Design:1
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,28737,11,10,,,,,,,,,false,true,
2024,USAKJUQ,Southeast Alaska FTC Qualifier,12,21,20710,12,11,,,,,,,,,false,true,
2024,USAKFAQ,Fairbanks FTC Qualifier,5,9,18185,1,2,,,,,,2,captain,2,true,true,Inspire:1
2024,USAKFAQ,Fairbanks FTC Qualifier,5,9,26581,2,1,,,,,,1,captain,1,true,true,Control:1
2024,USAKFAQ,Fairbanks FTC Qualifier,5,9,10956,3,3,,,,,,1,partner,1,true,true,Think:1
2024,USAKFAQ,Fairbanks FTC Qualifier,5,9,16542,4,4,,,,,,2,partner,2,true,true,Motivate:1
2024,USAKFAQ,Fairbanks FTC Qualifier,5,9,10908,5,5,,,,,,,,,true,true,
2024,USAKCMP,Alaska Championship,27,44,3825,1,3,,,,,,3,captain,3,true,true,Inspire:1
2024,USAKCMP,Alaska Championship,27,44,19953,2,1,,,,,,1,captain,1,true,true,Think:1
2024,USAKCMP,Alaska Championship,27,44,15786,3,5,,,,,,1,partner,1,false,true,
2024,USAKCMP,Alaska Championship,27,44,12087,4,2,,,,,,2,captain,2,false,true,Inspire:2
2024,USAKCMP,Alaska Championship,27,44,18185,5,23,,,,,,,,,false,true,Inspire:3
2024,USAKCMP,Alaska Championship,27,44,10956,6,15,,,,,,2,partner,2,false,true,
2024,USAKCMP,Alaska Championship,27,44,16542,7,11,,,,,,6,partner,6,false,true,Connect:1
2024,USAKCMP,Alaska Championship,27,44,16660,8,4,,,,,,4,captain,4,false,true,Innovate:1
2024,USAKCMP,Alaska Championship,27,44,26581,9,16,,,,,,3,partner,3,false,true,
2024,USAKCMP,Alaska Championship,27,44,3081,10,24,,,,,,,,,false,true,Control:1
2024,USAKCMP,Alaska Championship,27,44,3766,11,9,,,,,,,,,false,true,Motivate:1
2024,USAKCMP,Alaska Championship,27,44,20130,12,7,,,,,,4,partner,4,false,true,Design:1
2024,USAKCMP,Alaska Championship,27,44,4358,13,6,,,,,,5,captain,5,false,true,JudgesChoice:1
2024,USAKCMP,Alaska Championship,27,44,25625,14,8,,,,,,5,partner,5,false,true,
2024,USAKCMP,Alaska Championship,27,44,22323,15,10,,,,,,6,captain,6,false,true,
2024,USAKCMP,Alaska Championship,27,44,26431,16,12,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,5389,17,13,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,18672,18,14,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,12656,19,17,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,20129,20,18,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,20139,21,19,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,6281,22,20,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,27604,23,21,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,12651,24,22,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,24594,25,25,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,16837,26,26,,,,,,,,,false,true,
2024,USAKCMP,Alaska Championship,27,44,10908,27,27,,,,,,,,,false,true,
2024,USALBIQ,UAB Qualifier,6,11,23418,1,1,,,,,,1,captain,1,true,false,Inspire:1
2024,USALBIQ,UAB Qualifier,6,11,26030,2,4,,,,,,1,partner,1,true,false,Motivate:1
2024,USALBIQ,UAB Qualifier,6,11,24148,3,6,,,,,,,,,true,true,Think:1
2024,USALBIQ,UAB Qualifier,6,11,20979,4,5,,,,,,,,,true,true,Connect:1
2024,USALBIQ,UAB Qualifier,6,11,25967,5,2,,,,,,2,captain,2,true,false,JudgesChoice:1
2024,USALBIQ,UAB Qualifier,6,11,26154,6,3,,,,,,2,partner,2,true,true,Design:1
2024,USALCMP,Alabama Championship,23,45,7842,1,7,,,,,,3,partner,4,true,true,Inspire:1
2024,USALCMP,Alabama Championship,23,45,25751,2,1,,,,,,1,captain,1,true,true,Connect:1
2024,USALCMP,Alabama Championship,23,45,24180,3,2,,,,,,1,partner,1,false,true,Inspire:2
2024,USALCMP,Alabama Championship,23,45,23418,4,3,,,,,,2,captain,2,false,true,Inspire:3
2024,USALCMP,Alabama Championship,23,45,24331,5,11,,,,,,5,partner,3,false,true,Think:1
2024,USALCMP,Alabama Championship,23,45,18664,6,10,,,,,,2,partner,2,false,true,Innovate:1
2024,USALCMP,Alabama Championship,23,45,21830,7,6,,,,,,5,captain,3,false,true,
2024,USALCMP,Alabama Championship,23,45,20979,8,18,,,,,,6,partner,6,false,true,Control:1
2024,USALCMP,Alabama Championship,23,45,24378,9,15,,,,,,,,,false,true,Motivate:1
2024,USALCMP,Alabama Championship,23,45,26154,10,16,,,,,,,,,false,true,Design:1
2024,USALCMP,Alabama Championship,23,45,24332,11,4,,,,,,3,captain,4,false,true,Control:2
2024,USALCMP,Alabama Championship,23,45,19459,12,5,,,,,,4,captain,5,false,true,JudgesChoice:1
2024,USALCMP,Alabama Championship,23,45,21394,13,9,,,,,,4,partner,5,false,true,Think:2
2024,USALCMP,Alabama Championship,23,45,11542,14,8,,,,,,6,captain,6,false,true,Connect:2
2024,USALCMP,Alabama Championship,23,45,14491,15,12,,,,,,,,,false,true,Innovate:2
2024,USALCMP,Alabama Championship,23,45,27116,16,23,,,,,,,,,false,true,Motivate:2
2024,USALCMP,Alabama Championship,23,45,26030,17,14,,,,,,,,,false,true,Design:2
